POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
502-00160,-,0,Grey,SS,N,N,SFMTA,ON,0,16,JONES ST,7563000,Area 2,,"(37.7816058014, -122.4120548998)"
502-00180,-,0,Grey,SS,N,N,SFMTA,ON,0,18,JONES ST,7563000,Area 2,,"(37.7816558023, -122.4120653995)"
593-00031,593-00030,1,Black,MS,N,N,SFMTA,ON,0,3,OFARRELL ST,9720000,Area 5,Downtown,"(37.7867430978, -122.4050872025)"
472-01310,-,0,Yellow,SS,N,N,SFMTA,ON,0,131,HYDE ST,7115000,Area 5,Civic Center,"(37.7824279991, -122.4157389027)"
614-07440,-,0,Grey,SS,N,N,SFMTA,ON,0,744,POST ST,10635000,Area 3,,"(37.7875462015, -122.4147987996)"
614-08030,-,0,Grey,SS,N,N,SFMTA,ON,0,803,POST ST,10636000,Area 3,,"(37.7873594024, -122.4152043999)"
614-08090,-,0,Grey,SS,N,N,SFMTA,ON,0,809,POST ST,10636000,Area 3,,"(37.7873308984, -122.4154309013)"
205-03120,-,0,Grey,SS,N,N,SFMTA,ON,0,312,05TH ST,299000,Area 5,South Embarcadero,"(37.7798804984, -122.4030617994)"
205-03500,-,0,Yellow,SS,N,N,SFMTA,ON,0,350,05TH ST,301000,Area 5,South Embarcadero,"(37.7792830978, -122.4023119991)"
470-08110,-,0,Green,SS,N,N,SFMTA,ON,0,811,HOWARD ST,7039001,Area 5,Downtown,"(37.7829070025, -122.4030039978)"
470-08270,-,0,Grey,SS,N,N,SFMTA,ON,0,827,HOWARD ST,7039001,Area 5,Downtown,"(37.7826299024, -122.4033547022)"
400-02300,-,0,Grey,SS,N,N,SFMTA,ON,0,230,EDDY ST,5060000,Area 2,,"(37.7840815977, -122.4119585973)"
400-02380,-,0,Grey,SS,N,N,SFMTA,ON,0,238,EDDY ST,5060000,Area 2,,"(37.7840441977, -122.4122535006)"
562-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,MASON ST,8805000,Area 1,,"(37.7875092988, -122.4098779016)"
562-04130,-,0,Grey,SS,N,N,SFMTA,ON,0,413,MASON ST,8805000,Area 1,,"(37.7874464010, -122.4099994001)"
593-00040,-,0,Yellow,SS,N,N,SFMTA,ON,0,4,OFARRELL ST,9720000,Area 5,Downtown,"(37.7868507997, -122.4050828998)"
336-08110,-,0,Grey,SS,N,N,SFMTA,ON,0,811,BUSH ST,3438000,Area 1,,"(37.7898378027, -122.4107858014)"
336-08170,-,0,Grey,SS,N,N,SFMTA,ON,0,817,BUSH ST,3438000,Area 1,,"(37.7898126011, -122.4109874980)"
562-05040,-,0,Yellow,SS,N,N,SFMTA,ON,0,504,MASON ST,8806000,Area 1,,"(37.7882558973, -122.4100199022)"
562-05060,-,0,Yellow,SS,N,N,SFMTA,ON,0,506,MASON ST,8806000,Area 1,,"(37.7883163978, -122.4100324024)"
582-00090,-,0,Red,SS,N,N,SFMTA,ON,0,9,NEW MONTGOMERY ST,9540000,Area 5,Downtown,"(37.7884496980, -122.4016297010)"
582-01030,-,0,Red,SS,N,N,SFMTA,ON,0,103,NEW MONTGOMERY ST,9544000,Area 5,Downtown,"(37.7873499979, -122.4003047009)"
562-06190,-,0,Grey,SS,N,N,SFMTA,ON,0,619,MASON ST,8807000,Area 1,,"(37.7895493981, -122.4104191993)"
614-04300,-,0,Red,SS,N,N,SFMTA,ON,0,430,POST ST,10629000,Area 1,,"(37.7882069022, -122.4095667989)"
666-06400,-,0,Yellow,SS,N,N,SFMTA,ON,0,640,SUTTER ST,12324000,Area 1,,"(37.7888857973, -122.4117565990)"
681-07030,-,0,Red,SS,N,N,SFMTA,ON,0,703,TAYLOR ST,12437000,Area 1,,"(37.7890526977, -122.4120065027)"
582-01410,-,0,Grey,SS,N,N,SFMTA,ON,0,141,NEW MONTGOMERY ST,9546000,Area 5,Downtown,"(37.7864862987, -122.3992276990)"
470-08530,-,0,Grey,SS,N,N,SFMTA,ON,0,853,HOWARD ST,7039001,Area 5,Downtown,"(37.7822235980, -122.4038688985)"
205-03270,-,0,Grey,SS,N,N,SFMTA,ON,0,327,05TH ST,300002,Area 5,South Embarcadero,"(37.7797694997, -122.4026172009)"
205-03410,-,0,Grey,SS,N,N,SFMTA,ON,0,341,05TH ST,300003,Area 5,South Embarcadero,"(37.7796131995, -122.4024210979)"
568-11450,-,0,Grey,SS,N,N,SFMTA,ON,0,1145,MISSION ST,9101000,Area 2,,"(37.7783178993, -122.4119317026)"
206-01100,-,0,Grey,SS,N,N,SFMTA,ON,0,110,06TH ST,329000,Area 2,,"(37.7806513988, -122.4084563979)"
206-01320,-,0,Green,SS,N,N,SFMTA,ON,0,132,06TH ST,330000,Area 2,,"(37.7802871996, -122.4079996009)"
400-04360,-,0,Grey,SS,N,N,SFMTA,ON,0,436,EDDY ST,5062000,Area 2,,"(37.7836303999, -122.4154681002)"
401-03460,-,0,Yellow,SS,N,N,SFMTA,ON,0,346,ELLIS ST,5173000,Area 2,,"(37.7849473980, -122.4126444996)"
470-09060,-,0,Yellow,SS,N,N,SFMTA,ON,0,906,HOWARD ST,7041000,Area 2,,"(37.7813589991, -122.4052500014)"
470-09850,-,0,Green,SS,N,N,SFMTA,ON,0,985,HOWARD ST,7042000,Area 2,,"(37.7799129979, -122.4067929980)"
470-10180,-,0,Grey,SS,N,N,SFMTA,ON,0,1018,HOWARD ST,7043000,Area 2,,"(37.7793829990, -122.4077515022)"
502-00110,-,0,Grey,SS,N,N,SFMTA,ON,0,11,JONES ST,7563000,Area 2,,"(37.7815178026, -122.4121711009)"
470-10870,-,0,Grey,SS,N,N,SFMTA,ON,0,1087,HOWARD ST,7046000,Area 2,,"(37.7780664981, -122.4091295988)"
502-03160,-,0,Grey,SS,N,N,SFMTA,ON,0,316,JONES ST,7566000,Area 2,,"(37.7844203998, -122.4126139001)"
502-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,JONES ST,7567000,Area 2,,"(37.7852416978, -122.4127801021)"
568-10410,-,0,Grey,SS,N,N,SFMTA,ON,0,1041,MISSION ST,9100000,Area 2,,"(37.7801528991, -122.4096112006)"
546-00780,-,0,Yellow,SS,N,N,SFMTA,ON,0,78,LEAVENWORTH ST,8238000,Area 2,,"(37.7817258974, -122.4137552024)"
568-10780,-,0,Grey,SS,N,N,SFMTA,ON,0,1078,MISSION ST,9100000,Area 2,,"(37.7796192010, -122.4105459002)"
546-02250,-,0,Grey,SS,N,N,SFMTA,ON,0,225,LEAVENWORTH ST,8240000,Area 2,,"(37.7835839027, -122.4142881014)"
563-00130,-,0,Grey,SS,N,N,SFMTA,ON,0,13,MCALLISTER ST,8888000,Area 2,,"(37.7810058975, -122.4125916992)"
563-01060,-,0,Yellow,SS,N,N,SFMTA,ON,0,106,MCALLISTER ST,8890000,Area 2,,"(37.7809554999, -122.4139433985)"
686-01250,-,0,Grey,SS,N,N,SFMTA,ON,0,125,TURK ST,12717000,Area 2,,"(37.7830269978, -122.4117438977)"
401-06030,-,0,Grey,SS,N,N,SFMTA,ON,0,603,ELLIS ST,5177000,Area 3,,"(37.7843639002, -122.4162650012)"
562-00140,-,0,Grey,SS,N,N,SFMTA,ON,0,14,MASON ST,8799000,Area 1,,"(37.7838284978, -122.4091318005)"
562-00280,-,0,Red,SS,N,N,SFMTA,ON,0,28,MASON ST,8799000,Area 1,,"(37.7841815994, -122.4092027002)"
562-02100,-,0,Grey,SS,N,N,SFMTA,ON,0,210,MASON ST,8801000,Area 1,,"(37.7856173132, -122.4094962624)"
203-03020,-,0,Grey,SS,Y,N,SFMTA,ON,0,302,03RD ST,170000,Area 5,South Embarcadero,"(37.7836310984, -122.3988905006)"
570-01140,-,0,Yellow,SS,N,N,SFMTA,ON,0,114,MINNA ST,9040000,Area 5,Downtown,"(37.7873034001, -122.3996543881)"
418-07200,-,0,Grey,SS,N,N,SFMTA,ON,0,720,FOLSOM ST,5662000,Area 5,South Embarcadero,"(37.7833829996, -122.3995915015)"
444-03033,444-03030,3,Red,MS,N,N,SFMTA,ON,0,303,GRANT AVE,6387000,Area 5,Downtown,"(37.7898511064, -122.4055189155)"
401-01370,-,0,Grey,SS,N,N,SFMTA,ON,0,137,ELLIS ST,5171000,Area 1,,"(37.7852892009, -122.4089958013)"
401-02400,-,0,Red,SS,N,N,SFMTA,ON,0,240,ELLIS ST,5172000,Area 1,,"(37.7851703008, -122.4108722021)"
442-00450,-,0,Grey,SS,N,N,SFMTA,ON,0,45,GOLDEN GATE AVE,6259000,Area 2,,"(37.7820485000, -122.4118707997)"
593-04010,-,0,Red,SS,N,N,SFMTA,ON,0,401,OFARRELL ST,9727000,Area 2,,"(37.7859378987, -122.4114693009)"
593-05300,-,0,Grey,SS,N,N,SFMTA,ON,0,530,OFARRELL ST,9729000,Area 3,,"(37.7857188013, -122.4140199979)"
593-05440,-,0,Red,SS,N,N,SFMTA,ON,0,544,OFARRELL ST,9729000,Area 3,,"(37.7856631008, -122.4144559016)"
593-06320,-,0,Grey,SS,N,N,SFMTA,ON,0,632,OFARRELL ST,9732000,Area 3,,"(37.7854994972, -122.4157495980)"
418-08420,-,0,Yellow,SS,N,N,SFMTA,ON,0,842,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7812631995, -122.4022743979)"
681-01080,-,0,Red,SS,N,N,SFMTA,ON,0,108,TAYLOR ST,12427000,Area 1,,"(37.7835363996, -122.4107488987)"
336-05050,-,0,Red,SS,N,N,SFMTA,ON,0,505,BUSH ST,3431000,Area 5,Downtown,"(37.7904685018, -122.4057707020)"
614-02100,-,0,Grey,SS,N,N,SFMTA,ON,0,210,POST ST,10627000,Area 5,Downtown,"(37.7886930023, -122.4056442023)"
568-06180,-,0,Grey,SS,Y,N,SFMTA,ON,0,618,MISSION ST,9092000,Area 5,Downtown,"(37.7876674988, -122.4003499017)"
614-02330,-,0,Red,SS,N,N,SFMTA,ON,0,233,POST ST,10627000,Area 5,Downtown,"(37.7885007997, -122.4063397997)"
614-03180,-,0,Red,SS,N,N,SFMTA,ON,0,318,POST ST,10628000,Area 5,Downtown,"(37.7884457977, -122.4076145978)"
440-06210,-,0,Red,SS,N,N,SFMTA,ON,0,621,GEARY ST,6114000,Area 3,,"(37.7865679999, -122.4139748027)"
681-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,TAYLOR ST,12430000,Area 1,,"(37.7864179023, -122.4113241990)"
686-02340,-,0,Grey,SS,N,N,SFMTA,ON,0,234,TURK ST,12718000,Area 2,,"(37.7829198995, -122.4135607981)"
686-02350,-,0,Grey,SS,N,N,SFMTA,ON,0,235,TURK ST,12718000,Area 2,,"(37.7827999991, -122.4135241021)"
502-05160,-,0,Grey,SS,N,N,SFMTA,ON,0,516,JONES ST,7570000,Area 2,,"(37.7862639994, -122.4129882024)"
502-08040,-,0,Grey,SS,N,N,SFMTA,ON,0,804,JONES ST,7575000,Area 2,,"(37.7888049007, -122.4134998002)"
502-08160,-,0,Grey,SS,N,N,SFMTA,ON,0,816,JONES ST,7575000,Area 2,,"(37.7891148020, -122.4135645979)"
502-08240,-,0,Green,SS,N,N,SFMTA,ON,0,824,JONES ST,7575000,Area 2,,"(37.7893516020, -122.4136142020)"
614-06180,-,0,Grey,SS,N,N,SFMTA,ON,0,618,POST ST,10632000,Area 2,,"(37.7878545997, -122.4123935008)"
666-07110,-,0,Yellow,SS,N,N,SFMTA,ON,0,711,SUTTER ST,12325000,Area 2,,"(37.7886848998, -122.4123642982)"
606-06380,-,0,Grey,SS,N,N,SFMTA,ON,0,638,PINE ST,10465000,Area 2,,"(37.7914024022, -122.4069705994)"
444-00250,-,0,Yellow,SS,N,N,SFMTA,ON,0,25,GRANT AVE,6381000,Area 5,Downtown,"(37.7875345004, -122.4050640014)"
614-00040,-,0,Yellow,SS,N,N,SFMTA,ON,0,4,POST ST,10624001,Area 5,Downtown,"(37.7891244021, -122.4022528005)"
614-00400,-,0,Yellow,SS,N,N,SFMTA,ON,0,40,POST ST,10624002,Area 5,Downtown,"(37.7889719018, -122.4034640973)"
568-11200,-,0,Yellow,SS,N,N,SFMTA,ON,0,1120,MISSION ST,9101000,Area 2,,"(37.7787626990, -122.4116257017)"
418-09580,-,0,Grey,SS,N,N,SFMTA,ON,0,958,FOLSOM ST,5666000,Area 2,,"(37.7791963004, -122.4048932006)"
471-08500,-,0,Grey,SS,Y,N,SFMTA,ON,0,850,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7797548984, -122.4010934995)"
463-00060,-,0,Grey,SS,Y,N,SFMTA,ON,0,6,HAWTHORNE ST,6809000,Area 5,Downtown,"(37.7856604018, -122.3991460984)"
369-00260,-,0,Yellow,SS,N,N,SFMTA,ON,0,26,CAMPTON PL,3649000,Area 5,Downtown,"(37.7891012010, -122.4061723013)"
471-08450,-,0,Grey,SS,Y,N,SFMTA,ON,0,845,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7796406978, -122.4009118021)"
471-08630,-,0,Grey,SS,Y,N,SFMTA,ON,0,863,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7792734028, -122.4013785009)"
401-04210,-,0,Grey,SS,N,N,SFMTA,ON,0,421,ELLIS ST,5174000,Area 3,,"(37.7846899094, -122.4136785364)"
401-04310,-,0,Grey,SS,N,N,SFMTA,ON,0,431,ELLIS ST,5174000,Area 3,,"(37.7846445074, -122.4140350355)"
401-05240,-,0,Grey,SS,N,N,SFMTA,ON,0,524,ELLIS ST,5176000,Area 3,,"(37.7845985075, -122.4153867348)"
546-05170,-,0,Grey,SS,N,N,SFMTA,ON,0,517,LEAVENWORTH ST,8243000,Area 3,,"(37.7861782973, -122.4148175974)"
525-00513,525-00500,13,Black,MS,Y,N,SFMTA,ON,0,51,KAPLAN LN,7741000,Area 5,Downtown,"(37.7848889985, -122.3988064022)"
593-03180,-,0,Yellow,SS,N,N,SFMTA,ON,0,318,OFARRELL ST,9726000,Area 1,,"(37.7861881991, -122.4103127995)"
593-03150,-,0,Grey,SS,N,N,SFMTA,ON,0,315,OFARRELL ST,9726000,Area 1,,"(37.7860891026, -122.4102491976)"
666-01140,-,0,Yellow,SS,N,N,SFMTA,ON,0,114,SUTTER ST,12318001,Area 5,Downtown,"(37.7900184997, -122.4027681981)"
204-02140,-,0,Green,SS,N,N,SFMTA,ON,0,214,04TH ST,254000,Area 5,Downtown,"(37.7828120020, -122.4022994989)"
205-01600,-,0,Grey,SS,N,N,SFMTA,ON,0,160,05TH ST,295000,Area 5,Downtown,"(37.7815761016, -122.4051825997)"
205-02100,-,0,Grey,SS,N,N,SFMTA,ON,0,210,05TH ST,296000,Area 5,Downtown,"(37.7811788999, -122.4046836977)"
205-02120,-,0,Grey,SS,N,N,SFMTA,ON,0,212,05TH ST,296000,Area 5,Downtown,"(37.7811451991, -122.4046414976)"
568-08840,-,0,Yellow,SS,N,N,SFMTA,ON,0,884,MISSION ST,9096000,Area 5,Downtown,"(37.7830523279, -122.4061951392)"
686-04120,-,0,Yellow,SS,N,N,SFMTA,ON,0,412,TURK ST,12720000,Area 5,Civic Center,"(37.7825781972, -122.4162324012)"
686-04150,-,0,Grey,SS,N,N,SFMTA,ON,0,415,TURK ST,12720000,Area 5,Civic Center,"(37.7824508984, -122.4162521993)"
501-01121,501-01120,1,Black,MS,N,N,SFMTA,ON,0,112,JESSIE ST,7517000,Area 5,Downtown,"(37.7882194974, -122.4006894023)"
568-11390,-,0,Grey,SS,N,N,SFMTA,ON,0,1139,MISSION ST,9101000,Area 2,,"(37.7784356986, -122.4117824991)"
400-02240,-,0,Grey,SS,N,N,SFMTA,ON,0,224,EDDY ST,5060000,Area 2,,"(37.7841083025, -122.4117482004)"
206-01360,-,0,Grey,SS,N,N,SFMTA,ON,0,136,06TH ST,330000,Area 2,,"(37.7802040008, -122.4078952015)"
400-04200,-,0,Grey,SS,N,N,SFMTA,ON,0,420,EDDY ST,5062000,Area 2,,"(37.7836941804, -122.4149688869)"
206-02150,-,0,Grey,SS,N,N,SFMTA,ON,0,215,06TH ST,332000,Area 2,,"(37.7794755106, -122.4066771327)"
206-02620,-,0,Grey,SS,N,N,SFMTA,ON,0,262,06TH ST,334000,Area 2,,"(37.7785459989, -122.4058187974)"
470-09070,-,0,Grey,SS,N,N,SFMTA,ON,0,907,HOWARD ST,7041000,Area 2,,"(37.7811976028, -122.4051673000)"
470-09170,-,0,Yellow,SS,N,N,SFMTA,ON,0,917,HOWARD ST,7041000,Area 2,,"(37.7810383019, -122.4053689015)"
442-01090,-,0,Green,SS,N,N,SFMTA,ON,0,109,GOLDEN GATE AVE,6260000,Area 2,,"(37.7819621867, -122.4125784002)"
442-01230,-,0,Grey,SS,N,N,SFMTA,ON,0,123,GOLDEN GATE AVE,6260000,Area 2,,"(37.7819048007, -122.4130296984)"
442-01440,-,0,Grey,SS,N,N,SFMTA,ON,0,144,GOLDEN GATE AVE,6260000,Area 2,,"(37.7819681008, -122.4136009027)"
470-09760,-,0,Grey,SS,N,N,SFMTA,ON,0,976,HOWARD ST,7042000,Area 2,,"(37.7802541022, -122.4066482984)"
470-10140,-,0,Yellow,SS,N,N,SFMTA,ON,0,1014,HOWARD ST,7043000,Area 2,,"(37.7794636999, -122.4076493994)"
502-00230,-,0,Yellow,SS,N,N,SFMTA,ON,0,23,JONES ST,7563000,Area 2,,"(37.7817854022, -122.4122271147)"
502-01060,-,0,Grey,SS,N,N,SFMTA,ON,0,106,JONES ST,7564000,Area 2,,"(37.7822918993, -122.4121885018)"
546-02080,-,0,Grey,SS,N,N,SFMTA,ON,0,208,LEAVENWORTH ST,8240000,Area 2,,"(37.7831228980, -122.4140391980)"
563-00420,-,0,Yellow,SS,N,N,SFMTA,ON,0,42,MCALLISTER ST,8889000,Area 2,,"(37.7810175986, -122.4134669990)"
400-01341,400-01340,1,Grey,MS,N,N,SFMTA,ON,0,132,EDDY ST,5059000,Area 1,,"(37.7842886978, -122.4102919006)"
593-02460,-,0,Yellow,SS,N,N,SFMTA,ON,0,246,OFARRELL ST,9725000,Area 1,,"(37.7862981026, -122.4094629024)"
206-01050,-,0,Yellow,SS,N,N,SFMTA,ON,0,105,06TH ST,329000,Area 2,,"(37.7808663041, -122.4084208198)"
418-09160,-,0,Grey,SS,N,N,SFMTA,ON,0,916,FOLSOM ST,5665000,Area 2,,"(37.7799749010, -122.4039101989)"
472-02150,-,0,Yellow,SS,N,N,SFMTA,ON,0,215,HYDE ST,7116000,Area 5,Civic Center,"(37.7830027015, -122.4158498009)"
614-07300,-,0,Yellow,SS,N,N,SFMTA,ON,0,730,POST ST,10635000,Area 3,,"(37.7876039975, -122.4143503008)"
205-03260,-,0,Grey,SS,N,N,SFMTA,ON,0,326,05TH ST,300001,Area 5,South Embarcadero,"(37.7796782990, -122.4028080010)"
568-11330,-,0,Grey,SS,N,N,SFMTA,ON,0,1133,MISSION ST,9101000,Area 2,,"(37.7785520003, -122.4116351006)"
501-01010,-,0,Grey,SS,N,N,SFMTA,ON,0,101,JESSIE ST,7517000,Area 5,Downtown,"(37.7883251988, -122.4004280993)"
501-01020,-,0,Yellow,SS,N,N,SFMTA,ON,0,102,JESSIE ST,7517000,Area 5,Downtown,"(37.7883900021, -122.4004737024)"
440-04060,-,0,Red,SS,N,N,SFMTA,ON,0,406,GEARY ST,6111000,Area 1,,"(37.7871675060, -122.4102222193)"
440-04080,-,0,Yellow,SS,N,N,SFMTA,ON,0,408,GEARY ST,6111000,Area 1,,"(37.7871577003, -122.4102988017)"
502-06270,-,0,Grey,SS,N,N,SFMTA,ON,0,627,JONES ST,7572000,Area 2,,"(37.7874374994, -122.4133838003)"
502-07020,-,0,Grey,SS,N,N,SFMTA,ON,0,702,JONES ST,7573000,Area 2,,"(37.7878060014, -122.4133054015)"
401-06050,-,0,Grey,SS,N,N,SFMTA,ON,0,605,ELLIS ST,5177000,Area 3,,"(37.7843547025, -122.4163362027)"
401-06130,-,0,Grey,SS,N,N,SFMTA,ON,0,613,ELLIS ST,5177000,Area 3,,"(37.7843246003, -122.4165710022)"
442-03010,-,0,Grey,SS,N,N,SFMTA,ON,0,301,GOLDEN GATE AVE,6263000,Area 5,Civic Center,"(37.7815572982, -122.4156938975)"
472-03160,-,0,Grey,SS,N,N,SFMTA,ON,0,316,HYDE ST,7117000,Area 3,,"(37.7839810987, -122.4158942976)"
502-08220,-,0,Grey,SS,N,N,SFMTA,ON,0,822,JONES ST,7575000,Area 2,,"(37.7892863014, -122.4136005004)"
570-03770,-,0,Yellow,SS,N,N,SFMTA,ON,0,377,MINNA ST,9042000,Area 5,Downtown,"(37.7825295989, -122.4056193975)"
580-01570,580-01003,57,Grey,MS,Y,N,SFMTA,ON,0,157,NATOMA ST,9509000,Area 5,Downtown,"(37.7862327014, -122.3999595006)"
401-02240,-,0,Red,SS,N,N,SFMTA,ON,0,224,ELLIS ST,5172000,Area 1,,"(37.7852306952, -122.4103897733)"
562-00250,-,0,Red,SS,N,N,SFMTA,ON,0,25,MASON ST,8799000,Area 1,,"(37.7840709974, -122.4093209018)"
401-04080,-,0,Grey,SS,N,N,SFMTA,ON,0,408,ELLIS ST,5174000,Area 3,,"(37.7848700085, -122.4132409340)"
401-04240,-,0,Grey,SS,N,N,SFMTA,ON,0,424,ELLIS ST,5174000,Area 3,,"(37.7847925094, -122.4138495328)"
401-05140,-,0,Grey,SS,N,N,SFMTA,ON,0,514,ELLIS ST,5176000,Area 3,,"(37.7846408082, -122.4150544314)"
401-05180,-,0,Grey,SS,N,N,SFMTA,ON,0,518,ELLIS ST,5176000,Area 3,,"(37.7846231112, -122.4151931352)"
472-05030,-,0,Grey,SS,Y,N,SFMTA,ON,0,503,HYDE ST,7119000,Area 3,,"(37.7855497998, -122.4163716973)"
472-05110,-,0,Grey,SS,Y,N,SFMTA,ON,0,511,HYDE ST,7120000,Area 3,,"(37.7857698024, -122.4164152999)"
204-03200,-,0,Black,SS,N,N,SFMTA,ON,0,320,04TH ST,256000,Area 5,South Embarcadero,"(37.7816050974, -122.4007917007)"
204-03220,-,0,Black,SS,N,N,SFMTA,ON,0,322,04TH ST,256000,Area 5,South Embarcadero,"(37.7815919992, -122.4007751995)"
207-02150,-,0,Yellow,SS,N,N,SFMTA,ON,0,215,07TH ST,371000,Area 2,,"(37.7777435993, -122.4089366977)"
207-02290,-,0,Grey,SS,N,N,SFMTA,ON,0,229,07TH ST,371000,Area 2,,"(37.7774883983, -122.4086166990)"
606-06220,-,0,Grey,SS,N,N,SFMTA,ON,0,622,PINE ST,10465000,Area 2,,"(37.7914557000, -122.4065482018)"
666-01040,-,0,Grey,SS,N,N,SFMTA,ON,0,104,SUTTER ST,12317000,Area 5,Downtown,"(37.7900608004, -122.4024359004)"
666-01430,-,0,Yellow,SS,N,N,SFMTA,ON,0,143,SUTTER ST,12318002,Area 5,Downtown,"(37.7897956026, -122.4036833008)"
202-00230,-,0,Red,SS,N,N,SFMTA,ON,0,23,02ND ST,130000,Area 5,Downtown,"(37.7888101981, -122.4006760024)"
203-00140,-,0,Red,SS,N,N,SFMTA,ON,0,14,03RD ST,163000,Area 5,Downtown,"(37.7871128012, -122.4032432006)"
204-03590,-,0,Grey,SS,N,N,SFMTA,ON,0,359,04TH ST,258000,Area 5,South Embarcadero,"(37.7812042021, -122.3999834002)"
582-01270,-,0,Red,SS,N,N,SFMTA,ON,0,127,NEW MONTGOMERY ST,9545000,Area 5,Downtown,"(37.7868225974, -122.3996470009)"
582-01470,-,0,Grey,SS,N,N,SFMTA,ON,0,147,NEW MONTGOMERY ST,9546000,Area 5,Downtown,"(37.7863760990, -122.3990902022)"
440-01120,-,0,Yellow,SS,N,N,SFMTA,ON,0,112,GEARY ST,6108000,Area 5,Downtown,"(37.7877430980, -122.4056346023)"
614-02140,-,0,Red,SS,N,N,SFMTA,ON,0,214,POST ST,10627000,Area 5,Downtown,"(37.7886755009, -122.4057825987)"
568-06650,-,0,Grey,SS,Y,N,SFMTA,ON,0,665,MISSION ST,9094000,Area 5,Downtown,"(37.7867620018, -122.4012390987)"
562-00060,-,0,Yellow,SS,N,N,SFMTA,ON,0,6,MASON ST,8799000,Area 1,,"(37.7836196990, -122.4090900027)"
562-00080,-,0,Yellow,SS,N,N,SFMTA,ON,0,8,MASON ST,8799000,Area 1,,"(37.7836776012, -122.4091015977)"
562-00240,-,0,Grey,SS,N,N,SFMTA,ON,0,24,MASON ST,8799000,Area 1,,"(37.7840582010, -122.4091779009)"
562-01200,-,0,Grey,SS,N,N,SFMTA,ON,0,120,MASON ST,8800000,Area 1,,"(37.7849126019, -122.4093559996)"
681-03130,-,0,Grey,SS,N,N,SFMTA,ON,0,313,TAYLOR ST,12429000,Area 1,,"(37.7855379981, -122.4113201981)"
440-04190,-,0,Grey,SS,N,N,SFMTA,ON,0,419,GEARY ST,6111000,Area 1,,"(37.7869817977, -122.4106956010)"
418-06730,-,0,Grey,SS,Y,N,SFMTA,ON,0,673,FOLSOM ST,5661000,Area 5,South Embarcadero,"(37.7839540028, -122.3985621982)"
336-08020,-,0,Yellow,SS,N,N,SFMTA,ON,0,802,BUSH ST,3438000,Area 1,,"(37.7899950025, -122.4106126984)"
666-05110,-,0,Red,SS,N,N,SFMTA,ON,0,511,SUTTER ST,12323000,Area 1,,"(37.7891113990, -122.4089986009)"
666-05130,-,0,Red,SS,N,N,SFMTA,ON,0,513,SUTTER ST,12323000,Area 1,,"(37.7891005975, -122.4090840013)"
666-06240,-,0,Yellow,SS,N,N,SFMTA,ON,0,624,SUTTER ST,12324000,Area 1,,"(37.7889525005, -122.4112310984)"
472-00601,472-00600,1,Black,MS,N,N,SFMTA,ON,0,60,HYDE ST,7114000,Area 5,Civic Center,"(37.7810787027, -122.4153092017)"
502-08210,-,0,Grey,SS,N,N,SFMTA,ON,0,821,JONES ST,7575000,Area 2,,"(37.7892378987, -122.4137475022)"
666-07230,-,0,Grey,SS,N,N,SFMTA,ON,0,723,SUTTER ST,12325000,Area 2,,"(37.7886448008, -122.4126801004)"
681-05270,-,0,Red,SS,N,N,SFMTA,ON,0,527,TAYLOR ST,12433000,Area 1,,"(37.7876751990, -122.4117493012)"
562-05180,-,0,Red,SS,N,N,SFMTA,ON,0,518,MASON ST,8806000,Area 1,,"(37.7885517002, -122.4100809001)"
562-05190,-,0,Red,SS,N,N,SFMTA,ON,0,519,MASON ST,8806000,Area 1,,"(37.7886058026, -122.4102270023)"
582-01480,-,0,Red,SS,N,N,SFMTA,ON,0,148,NEW MONTGOMERY ST,9546000,Area 5,Downtown,"(37.7862869994, -122.3991658014)"
470-06420,-,0,Grey,SS,Y,N,SFMTA,ON,0,642,HOWARD ST,7036000,Area 5,Downtown,"(37.7860406999, -122.3993244988)"
206-00130,-,0,Grey,SS,N,N,SFMTA,ON,0,13,06TH ST,326000,Area 1,,"(37.7819338201, -122.4097656689)"
206-00140,-,0,Red,SS,N,N,SFMTA,ON,0,14,06TH ST,326000,Area 1,,"(37.7817621016, -122.4098551978)"
206-00470,-,0,Yellow,SS,N,N,SFMTA,ON,0,47,06TH ST,328000,Area 1,,"(37.7812918211, -122.4089572849)"
368-00640,-,0,Yellow,SS,N,N,SFMTA,ON,0,64,CYRIL MAGNIN ST,4570000,Area 1,,"(37.7849959013, -122.4085230005)"
681-03290,-,0,Red,SS,N,N,SFMTA,ON,0,329,TAYLOR ST,12429000,Area 1,,"(37.7858829022, -122.4113891979)"
606-06050,-,0,Grey,SS,N,N,SFMTA,ON,0,605,PINE ST,10465000,Area 2,,"(37.7913959985, -122.4060316977)"
